emotion, text
sadness,Politicians who objected to Mrs Thatcher and her radical conviction politics suffered the anguish of apparently unresolvable frustration . 
anger,When someone took my pen away.
anger,"Metal spiral notebooks, why do I buy you? I fuckin' hate you.   "
joy,straight to work after school for the rest of the night.. 
joy,Wait didn't I just come back from home?? And I leave in a wk and a half again?? :D
anger,"Da er det bare å åpne luke nr 1 i julekalenderen da :) Nei, det er det ikke. For den spiste jeg opp for mange uker siden. "
sadness,"Missing you isn't the problem, it's wondering if you'll ever come back that's killing me. "
fear,@LiIWayne_YMCMB SO TRUE! I ALWAYS FALL BACK OF THE WORST HAPPENING!
sadness,Somebody's 22 year old son was killed this morning. 
joy,Just realised I have 6 days of advent calendar to open! #estoygordogay
fear,robs you of the future by binding you in the present. #bondage #timidity #afraid
sadness,"@MelMatrix_ ohh , well I cant even go cause my mom took the car back :( CTFU"
fear,"Little Maureen was agitated , but she made a nice speech . "
joy,Shopping shopping shopping 
joy,These days he is quite happy travelling by trolley . 
sadness,My best and worst personal characterisitc is empathy... I feel for others loss deeply 
joy,Ive brushed my teeth 5 times sence last night and My tounge is STILL red... 
sadness,"@lafon04 Thank you, buddy.  You're a good friend.  Unlike @PTODDSCOTT and his abandonment of both me, and the twitter community.  "
sadness,"@HusamuddinO I found JhunJhun! And my phone is finally and officially broken. Lol. Also, when am I beating you at tennis again? ;)"
sadness,And yeah....it's fucked...still works...screen just broke like hell... #frustration
joy,"If you send out joy, joy returns.  if you send out sorrow, you are still learning. #sorrow #philosphy #spirituality #hope #learning"
surprise,The amount of people who misspell on twitter/fb is astounding. Especially since almost every site has a spell-checker these days 
neutral, Yes . 
sadness," Well , I think it's the time to pull the plug . "
joy,"Sitting at home, alone, and feeling an overwhelming sense of happiness. If you ask HIM in faith he will grant it in grace. "
sadness,@colesnides im jealous. i lost mine 
fear,Nothing hurts @ndamukong_suh worse than taking away what he loves to do most...Put in quarterbacks on Sunday. #Lions
joy,Good Morning..8am lecture..3 hours of sleep 
sadness,That depressing moment when you lose a follower 
joy,About to head back to the church. #ChristmasTime #Busy
sadness,The death of Jaya Prakash Narayan caused a great deal of sadness as I believed that he was the only true democrat and a ray of hope on the Indian horizon.
joy,Gotta love how repetitive my day is going to be tomorrow 
surprise,I like doing stuff for my close friends when they don't expect it for @lexi_peters
joy,Fireworks in my bedroom window!! #smallpleasures
surprise,The answer to the United States financial crisis ...... marijuana 
joy,Celebrate Life  this is your one chance Give the  of    &amp; #TY
sadness,Amazon lied about two day shipping. My phone isn't coming until Wednesday! #shakingmyfist
surprise,@ZackLalabee @godawesomehair Those cookies in the closet are mice I turned to something else so they won't annoy me anymore. 
anger," Me too , it's so unreliable . "
anger," I ’ m not going to put this off any longer , Casey ! I want those photos ASAP ! "
joy,wooWOOF Hear bells that R ringing Christmas time is so near Itz a wondrful time of th year Wishes for  &amp; good #Cheer 2u&amp;urs
sadness,"It is also likely that by providing minimum standards of living , social services reduce public apathy and dejection and thus maintain the will to work . "
joy,@cymruTree That sounds posaitive!!! I'm not good - terrible side effects from meds and have had two bad falls in the last four days! 
sadness,Thinking about going back to school literally depresses me. Why did I take such awful classes my senior year? 
surprise,@abrooke21 jus so u know I have stalked ur school website to see when u play and u will see me in the near future #need2seeu!
surprise,The bag of worms katie Pabst told me to put in her drawer escaped and made a new home in it over the weekend... 
anger,And found to his annoyance that he was grinding his teeth . 
sadness,"It is things like that which are really destructive to writers , who are often brave about illness and pain , and resilient after all but the deepest grief . "
joy,Me &amp; @Nathage are making paper chains. 
sadness, finding out (the hard way) im allergic to chik-fil-a :'-(( 
joy,After my girlfriend had taken her exam we went to her parent's place.
fear,"Seven years ago tomorrow, I said to myself, &quot;I bet that whole 'gum stays in your stomach for 7 years' thing is bullshit.&quot; #comeuppance"
surprise,I'm actually excited to go home. Spend the rest of my momma's birthday with her. 
anger,"The king was furious at being tricked again , and by nothing more than a pair of animals , at that . "
joy,Home at last! Only a 12.5 hour day today 
sadness,Brothers college graduation. 
joy,I 'm delighted to learn that his advice has been sought in the present enterprise . 
sadness,"Behind her she heard Emilia say , ` I think the child will be quite desolate to see me go . "
joy,I went home and visited with my family and friends.
anger,"` You 've got every right to be mad at me , Mike . "
joy,"I can't sleep, and having class at 9 tomorrow isn't going to go over too well. Especially knowing I'm working right after class. "
sadness,Joe Nathan left the Twins for the Texas Rangers.  
surprise,I thought you were trying to change. yet another lie. It's a shame...
surprise,"Astonishingly good service from @eastcoastuk. Train delayed on Sunday, refund claim submitted Monday, vouchers arrive on Wednesday "
sadness,Ya callenseee ya se que todos van a chalet hoy.. :( 
sadness,They talk about the sadness of departure ; what about the guilt of arrival ? 
joy,"When the results of the part I exams came out I felt tremendous joy in my heart.  The results came out after a long period of worry and anxiety, so it gave me endless relief and joy."
sadness,China can not even give you good sound systems for an open lecture.
joy,I got better marks in the exam than many arrogant people.
joy, Ok . See you tomorrow . 
sadness," Oh , I ’ m sorry to hear that . I know how you feel . Please don ’ t be sad . "
joy,Watching my little brother tear apart my sister's ugly dolls 
sadness, Well . I am breaking up with Cathy . 
sadness,What the fizzy! Youtube isn't letting me watch @deefizzy 's new video :( 
anger,"` We are at our wits ; end here "" , say the airport management , ` and this has caused considerable upset and annoyance to the lady owning the number published "" . "
fear,"I was sleeping when I heard the neighbours screaming, I peeped through the window and saw a thief  trying to enter my neighbour's house."
disgust,Those people who eat loads of crappy food all the time and are still skinny as a stick me.
anger,-does the same with the disco stick- RT @Just_Stark: [can't resist and pokes Magnus with the angry stick] RT @BadassBane: 
sadness,just took a test to see if i could move to canada   #hashtags
joy,"Gotta walk to the old middle school, in the puddles. "
joy,"Birthday dinner and my family is talking about politics, loudly. "
joy,"don't you just love when it's pouring rain and you're standing outside, then someone drives by that you know and they give you a ride "
anger,Someone in my family (my brother I suspected) ate a bun which I had made for myself. It was during a long telephone call after I had just made it and put it in the oven warming drawer.
anger," Look , there are other ways to quit . You can try the nicotine patch , or nicotine chewing gum . We spend a fortune on cigarettes every month and now laws are cracking down and not allowing smoking in any public place . It ’ s not like you can just light up like before . "
joy,Heading to the Natural State for some quality time with my  
surprise,"What had once been a largely invisible world of mental hospitals , private suffering , and professional services now appears in local communities as homelessness , strange persons in public , and bewilderment about who is responsible for whom . "
fear,"The problem isnt the training, or the prep, or the lead up. My fault comes when it's actually time for me to take the starting line. "
anger,When our government decided to withdraw student allowances as it was one of the conditions imposed by the IMF. 
neutral, Why not ? 
fear,Some folks r really mean 2 me. That doesn't scare me. What scares me is how ridiculous it became 2 suggest 2 pay for music  
anger, Wow ! Why so much ? I thought they were getting you an assistant . 
